#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Simplicispira psychrophila	Bacteria	Proteobacteria	Betaproteobacteria	3.60077	-	-	-	1
Singulisphaera acidiphila	Bacteria	Planctomycetes	Planctomycetia	9.75569	1	-	3	2
Sinorhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	6.29776	-	-	1	1
Sinorhizobium americanum	Bacteria	Proteobacteria	Alphaproteobacteria	6.80715	-	-	-	1
Sinorhizobium arboris	Bacteria	Proteobacteria	Alphaproteobacteria	6.8503	-	-	-	1
Sinorhizobium fredii	Bacteria	Proteobacteria	Alphaproteobacteria	7.22119	1	-	4	11
Sinorhizobium medicae	Bacteria	Proteobacteria	Alphaproteobacteria	6.86106	1	-	3	5
Sinorhizobium meliloti	Bacteria	Proteobacteria	Alphaproteobacteria	8.94255	3	-	4	29
Skermanella stibiiresistens	Bacteria	Proteobacteria	Alphaproteobacteria	7.86834	-	-	-	1
Slackia	Bacteria	Actinobacteria	Actinobacteria	2.05191	-	-	-	1
Slackia exigua	Bacteria	Actinobacteria	Actinobacteria	2.09629	-	-	-	1
Slackia heliotrinireducens	Bacteria	Actinobacteria	Actinobacteria	3.16504	1	-	-	1
Slackia piriformis	Bacteria	Actinobacteria	Actinobacteria	2.11933	-	-	-	1
Smaragdicoccus niigatensis	Bacteria	Actinobacteria	Actinobacteria	5.32047	-	-	-	1
Smithella	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.32031	-	-	-	4
Sneathiella glossodoripedis	Bacteria	Proteobacteria	Alphaproteobacteria	3.62939	-	-	-	1
Snodgrassella alvi	Bacteria	Proteobacteria	Betaproteobacteria	2.52798	1	-	-	7
Sodalis	Bacteria	Proteobacteria	Gammaproteobacteria	5.15942	1	-	1	1
Sodalis glossinidius	Bacteria	Proteobacteria	Gammaproteobacteria	4.2925	1	-	7	1
Sodalis-like symbiont of Philaenus spumarius	Bacteria	Proteobacteria	Gammaproteobacteria	1.38668	-	-	-	1
Solibacillus silvestris	Bacteria	Firmicutes	Bacilli	3.98423	1	-	1	1
Solimonas flava	Bacteria	Proteobacteria	Gammaproteobacteria	4.4602	-	-	-	1
Solimonas soli	Bacteria	Proteobacteria	Gammaproteobacteria	4.1865	-	-	-	1
Solimonas variicoloris	Bacteria	Proteobacteria	Gammaproteobacteria	4.11945	-	-	-	1
Solirubrobacter	Bacteria	Actinobacteria	Actinobacteria	6.64009	-	-	-	1
Solirubrobacter soli	Bacteria	Actinobacteria	Actinobacteria	9.31396	-	-	-	1
Solirubrobacterales bacterium URHD0059	Bacteria	Actinobacteria	Actinobacteria	6.57273	-	-	-	1
Solitalea canadensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.20207	1	-	-	1
Solobacterium moorei	Bacteria	Firmicutes	Erysipelotrichia	2.33595	-	-	-	2
Sorangium cellulosum	Bacteria	Proteobacteria	delta/epsilon subdivisions	14.7821	1	-	-	2
Sphaerisporangium viridialbum	Bacteria	Actinobacteria	Actinobacteria	10.4669	-	-	-	1
Sphaerobacter thermophilus	Bacteria	Chloroflexi	Thermomicrobia	3.99376	2	-	-	1
Sphaerochaeta coccoides	Bacteria	Spirochaetes	Spirochaetia	2.2273	1	-	-	1
Sphaerochaeta globosa	Bacteria	Spirochaetes	Spirochaetia	3.31647	1	-	-	1
Sphaerochaeta pleomorpha	Bacteria	Spirochaetes	Spirochaetia	3.59085	1	-	-	1
Sphaerotilus natans	Bacteria	Proteobacteria	Betaproteobacteria	4.59282	-	-	-	1
Sphingobacterium	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	6.70808	1	-	-	5
Sphingobacterium antarcticum	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.56632	-	-	-	1
Sphingobacterium paucimobilis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.12636	-	-	-	1
Sphingobacterium spiritivorum	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.23295	-	-	-	2
Sphingobacterium thalpophilum	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.90434	-	-	-	1
Sphingobium	Bacteria	Proteobacteria	Alphaproteobacteria	5.23856	1	-	1	9
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	4.84829	-	-	-	1
Sphingobium chinhatense	Bacteria	Proteobacteria	Alphaproteobacteria	5.84784	-	-	-	1
Sphingobium chlorophenolicum	Bacteria	Proteobacteria	Alphaproteobacteria	4.79612	2	-	1	2
Sphingobium herbicidovorans	Bacteria	Proteobacteria	Alphaproteobacteria	4.03233	-	-	-	1
Sphingobium indicum	Bacteria	Proteobacteria	Alphaproteobacteria	4.0822	-	-	-	1
Sphingobium japonicum	Bacteria	Proteobacteria	Alphaproteobacteria	4.78801	2	-	3	2
Sphingobium lactosutens	Bacteria	Proteobacteria	Alphaproteobacteria	5.36025	-	-	-	1
Sphingobium lucknowense	Bacteria	Proteobacteria	Alphaproteobacteria	4.75637	-	-	-	2
Sphingobium quisquiliarum	Bacteria	Proteobacteria	Alphaproteobacteria	4.17055	-	-	-	1
Sphingobium ummariense	Bacteria	Proteobacteria	Alphaproteobacteria	4.75405	-	-	-	1
Sphingobium wenxiniae	Bacteria	Proteobacteria	Alphaproteobacteria	-	-	-	-	1
Sphingobium xenophagum	Bacteria	Proteobacteria	Alphaproteobacteria	4.48642	-	-	1	2
Sphingobium yanoikuyae	Bacteria	Proteobacteria	Alphaproteobacteria	5.68379	-	-	2	4
Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	6.45752	1	-	5	27
Sphingomonas astaxanthinifaciens	Bacteria	Proteobacteria	Alphaproteobacteria	2.53303	-	-	-	1
Sphingomonas echinoides	Bacteria	Proteobacteria	Alphaproteobacteria	4.26494	-	-	-	1
Sphingomonas elodea	Bacteria	Proteobacteria	Alphaproteobacteria	4.12439	-	-	-	1
Sphingomonas jaspsi	Bacteria	Proteobacteria	Alphaproteobacteria	2.54801	-	-	-	1
Sphingomonas melonis	Bacteria	Proteobacteria	Alphaproteobacteria	4.09621	-	-	-	3
Sphingomonas paucimobilis	Bacteria	Proteobacteria	Alphaproteobacteria	4.87418	-	-	-	2
Sphingomonas phyllosphaerae	Bacteria	Proteobacteria	Alphaproteobacteria	3.92097	-	-	-	2
Sphingomonas sanxanigenens	Bacteria	Proteobacteria	Alphaproteobacteria	6.2059	1	-	-	1
Sphingomonas taxi	Bacteria	Proteobacteria	Alphaproteobacteria	4.0619	-	-	-	1
Sphingomonas wittichii	Bacteria	Proteobacteria	Alphaproteobacteria	5.91525	1	-	2	3
Sphingomonas-like bacterium B12	Bacteria	Proteobacteria	Alphaproteobacteria	4.87867	-	-	-	1
Sphingopyxis	Bacteria	Proteobacteria	Alphaproteobacteria	4.39729	-	-	-	4
Sphingopyxis alaskensis	Bacteria	Proteobacteria	Alphaproteobacteria	3.37371	1	-	1	1
Sphingopyxis baekryungensis	Bacteria	Proteobacteria	Alphaproteobacteria	3.06821	-	-	-	1
Spiribacter	Bacteria	Proteobacteria	Gammaproteobacteria	1.92663	1	-	-	1
Spiribacter salinus	Bacteria	Proteobacteria	Gammaproteobacteria	1.73949	1	-	-	1
Spirillospora albida	Bacteria	Actinobacteria	Actinobacteria	6.0324	-	-	-	1
Spirochaeta	Bacteria	Spirochaetes	Spirochaetia	3.7828	1	-	-	2
Spirochaeta africana	Bacteria	Spirochaetes	Spirochaetia	3.28586	1	-	-	1
Spirochaeta alkalica	Bacteria	Spirochaetes	Spirochaetia	3.35831	-	-	-	1
Spirochaeta bajacaliforniensis	Bacteria	Spirochaetes	Spirochaetia	4.57661	-	-	-	1
Spirochaeta cellobiosiphila	Bacteria	Spirochaetes	Spirochaetia	3.94985	-	-	-	1
Spirochaeta smaragdinae	Bacteria	Spirochaetes	Spirochaetia	4.65397	1	-	-	1
Spirochaeta thermophila	Bacteria	Spirochaetes	Spirochaetia	2.56022	1	-	-	2
Spiroplasma apis	Bacteria	Tenericutes	Mollicutes	1.16055	1	-	-	1
Spiroplasma chrysopicola	Bacteria	Tenericutes	Mollicutes	1.12332	1	-	-	1
Spiroplasma culicicola	Bacteria	Tenericutes	Mollicutes	1.17513	1	-	-	1
Spiroplasma diminutum	Bacteria	Tenericutes	Mollicutes	0.945296	1	-	-	1
Spiroplasma melliferum	Bacteria	Tenericutes	Mollicutes	1.29385	-	-	-	2
Spiroplasma mirum	Bacteria	Tenericutes	Mollicutes	1.13261	1	-	-	2
Spiroplasma sabaudiense	Bacteria	Tenericutes	Mollicutes	1.07595	1	-	-	1
Spiroplasma syrphidicola	Bacteria	Tenericutes	Mollicutes	1.10734	1	-	-	1
Spiroplasma taiwanense	Bacteria	Tenericutes	Mollicutes	1.08628	1	-	1	1
Spirosoma linguale	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	8.49126	1	-	8	1
Spirosoma luteum	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	6.61358	-	-	-	1
Spirosoma panaciterrae	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	8.12928	-	-	-	1
Spirosoma spitsbergense	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	7.54798	-	-	-	1
Spirulina subsalsa	Bacteria	Cyanobacteria	Oscillatoriophycideae	5.3236	-	-	-	1
Spongiibacter tropicus	Bacteria	Proteobacteria	Gammaproteobacteria	3.94734	-	-	-	1
Sporichthya polymorpha	Bacteria	Actinobacteria	Actinobacteria	5.50015	-	-	-	1
Sporocytophaga myxococcoides	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	6.34433	-	-	-	1
Sporolactobacillus inulinus	Bacteria	Firmicutes	Bacilli	2.9301	-	-	-	1
Sporolactobacillus laevolacticus	Bacteria	Firmicutes	Bacilli	3.59018	-	-	-	1
Sporolactobacillus terrae	Bacteria	Firmicutes	Bacilli	3.28656	-	-	-	2
Sporolactobacillus vineae	Bacteria	Firmicutes	Bacilli	2.87398	-	-	-	2
Sporomusa ovata	Bacteria	Firmicutes	Negativicutes	5.38367	-	-	-	2
Sporosarcina	Bacteria	Firmicutes	Bacilli	3.63387	-	-	-	2
Sporosarcina newyorkensis	Bacteria	Firmicutes	Bacilli	3.72736	-	-	-	1
Sporosarcina pasteurii	Bacteria	Firmicutes	Bacilli	4.04081	-	-	-	1
Sporosarcina ureae	Bacteria	Firmicutes	Bacilli	3.31865	-	-	1	1
Stackebrandtia nassauensis	Bacteria	Actinobacteria	Actinobacteria	6.84156	1	-	-	1
Stanieria cyanosphaera	Bacteria	Cyanobacteria	Pleurocapsales	5.54499	1	-	5	1
Staphylococcus	Bacteria	Firmicutes	Bacilli	4.79179	-	-	1	11
Staphylococcus agnetis	Bacteria	Firmicutes	Bacilli	2.416	-	-	-	1
Staphylococcus arlettae	Bacteria	Firmicutes	Bacilli	2.56568	-	-	1	1
Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	3.16644	2	-	87	4192
Staphylococcus capitis	Bacteria	Firmicutes	Bacilli	2.59586	-	-	-	6
Staphylococcus caprae	Bacteria	Firmicutes	Bacilli	2.62957	-	-	-	1
Staphylococcus carnosus	Bacteria	Firmicutes	Bacilli	2.56642	1	-	-	1
Staphylococcus chromogenes	Bacteria	Firmicutes	Bacilli	2.34454	-	-	4	1
Staphylococcus delphini	Bacteria	Firmicutes	Bacilli	2.50821	-	-	-	1
Staphylococcus epidermidis	Bacteria	Firmicutes	Bacilli	2.76281	1	-	8	97
Staphylococcus equorum	Bacteria	Firmicutes	Bacilli	2.92717	-	-	-	2
Staphylococcus haemolyticus	Bacteria	Firmicutes	Bacilli	2.69786	1	-	3	7
Staphylococcus hominis	Bacteria	Firmicutes	Bacilli	2.3357	-	-	-	4
Staphylococcus intermedius	Bacteria	Firmicutes	Bacilli	2.73713	-	-	-	1
Staphylococcus lentus	Bacteria	Firmicutes	Bacilli	2.7868	-	-	1	1
Staphylococcus lugdunensis	Bacteria	Firmicutes	Bacilli	2.65837	1	-	1	8
Staphylococcus massiliensis	Bacteria	Firmicutes	Bacilli	2.44711	-	-	-	2
Staphylococcus pasteuri	Bacteria	Firmicutes	Bacilli	2.55995	1	-	1	1
Staphylococcus pettenkoferi	Bacteria	Firmicutes	Bacilli	2.45496	-	-	-	1
Staphylococcus pseudintermedius	Bacteria	Firmicutes	Bacilli	2.76946	1	-	-	4
Staphylococcus saprophyticus	Bacteria	Firmicutes	Bacilli	2.61994	1	-	2	2
Staphylococcus sciuri	Bacteria	Firmicutes	Bacilli	2.62087	-	-	3	1
Staphylococcus simiae	Bacteria	Firmicutes	Bacilli	2.58712	-	-	-	1
Staphylococcus simulans	Bacteria	Firmicutes	Bacilli	2.75518	-	-	7	2
Staphylococcus vitulinus	Bacteria	Firmicutes	Bacilli	2.55948	-	-	-	1
Staphylococcus warneri	Bacteria	Firmicutes	Bacilli	2.56072	1	-	8	7
Staphylococcus xylosus	Bacteria	Firmicutes	Bacilli	2.93926	1	-	1	4
Stappia stellulata	Bacteria	Proteobacteria	Alphaproteobacteria	4.62317	-	-	-	1
Starkeya novella	Bacteria	Proteobacteria	Alphaproteobacteria	4.76502	1	-	-	1
Stenotrophomonas	Bacteria	Proteobacteria	Gammaproteobacteria	5.02045	-	-	-	2
Stenotrophomonas maltophilia	Bacteria	Proteobacteria	Gammaproteobacteria	4.98931	1	-	3	22
Stenotrophomonas rhizophila	Bacteria	Proteobacteria	Gammaproteobacteria	4.64898	1	-	-	1
Stenoxybacter acetivorans	Bacteria	Proteobacteria	Betaproteobacteria	2.60958	-	-	-	1
Stigmatella aurantiaca	Bacteria	Proteobacteria	delta/epsilon subdivisions	10.2654	1	-	-	2
Stomatobaculum longum	Bacteria	Firmicutes	Clostridia	2.31363	-	-	-	1
Streptacidiphilus albus	Bacteria	Actinobacteria	Actinobacteria	9.91509	-	-	-	1
Streptacidiphilus jeojiense	Bacteria	Actinobacteria	Actinobacteria	9.15672	-	-	-	1
Streptacidiphilus oryzae	Bacteria	Actinobacteria	Actinobacteria	7.80654	-	-	-	1
Streptacidiphilus rugosus	Bacteria	Actinobacteria	Actinobacteria	9.00286	-	-	-	1
Streptobacillus moniliformis	Bacteria	Fusobacteria	Fusobacteriia	1.67328	1	-	1	1
Streptococcus	Bacteria	Firmicutes	Bacilli	2.39986	1	-	-	42
Streptococcus agalactiae	Bacteria	Firmicutes	Bacilli	2.4621	1	-	6	308
Streptococcus anginosus	Bacteria	Firmicutes	Bacilli	2.29473	1	-	-	13
Streptococcus australis	Bacteria	Firmicutes	Bacilli	2.13136	-	-	-	2
Streptococcus caballi	Bacteria	Firmicutes	Bacilli	2.12204	-	-	-	1
Streptococcus canis	Bacteria	Firmicutes	Bacilli	2.26786	-	-	-	1
Streptococcus castoreus	Bacteria	Firmicutes	Bacilli	1.88354	-	-	-	1
Streptococcus constellatus	Bacteria	Firmicutes	Bacilli	1.99116	1	-	-	7
Streptococcus criceti	Bacteria	Firmicutes	Bacilli	2.41856	-	-	-	1
Streptococcus cristatus	Bacteria	Firmicutes	Bacilli	1.99442	-	-	-	2
Streptococcus dentisani	Bacteria	Firmicutes	Bacilli	1.98109	-	-	-	2
Streptococcus devriesei	Bacteria	Firmicutes	Bacilli	2.12137	-	-	-	1
Streptococcus didelphis	Bacteria	Firmicutes	Bacilli	1.87744	-	-	-	1
Streptococcus downei	Bacteria	Firmicutes	Bacilli	2.23942	-	-	-	1
Streptococcus dysgalactiae	Bacteria	Firmicutes	Bacilli	2.17944	1	-	3	8
Streptococcus entericus	Bacteria	Firmicutes	Bacilli	2.03647	-	-	-	1
Streptococcus equi	Bacteria	Firmicutes	Bacilli	2.25379	1	-	-	8
Streptococcus equinus	Bacteria	Firmicutes	Bacilli	2.08308	-	-	-	8
Streptococcus ferus	Bacteria	Firmicutes	Bacilli	1.84734	-	-	-	1
Streptococcus gallolyticus	Bacteria	Firmicutes	Bacilli	2.63907	1	-	1	5
Streptococcus gordonii	Bacteria	Firmicutes	Bacilli	2.19666	1	-	-	1
Streptococcus henryi	Bacteria	Firmicutes	Bacilli	2.42251	-	-	-	1
Streptococcus hyovaginalis	Bacteria	Firmicutes	Bacilli	2.07781	-	-	-	1
Streptococcus ictaluri	Bacteria	Firmicutes	Bacilli	2.2344	-	-	-	1
Streptococcus infantarius	Bacteria	Firmicutes	Bacilli	2.00825	1	-	1	2
Streptococcus infantis	Bacteria	Firmicutes	Bacilli	1.94561	-	-	1	6
Streptococcus iniae	Bacteria	Firmicutes	Bacilli	2.22495	1	-	-	6
Streptococcus intermedius	Bacteria	Firmicutes	Bacilli	1.99621	1	-	-	9
Streptococcus lutetiensis	Bacteria	Firmicutes	Bacilli	1.97555	1	-	-	1
Streptococcus macacae	Bacteria	Firmicutes	Bacilli	1.91698	-	-	-	1
Streptococcus macedonicus	Bacteria	Firmicutes	Bacilli	2.22386	1	-	1	2
Streptococcus marimammalium	Bacteria	Firmicutes	Bacilli	1.50544	-	-	-	1
Streptococcus massiliensis	Bacteria	Firmicutes	Bacilli	1.86415	-	-	-	2
Streptococcus merionis	Bacteria	Firmicutes	Bacilli	2.35734	-	-	-	1
Streptococcus minor	Bacteria	Firmicutes	Bacilli	1.92789	-	-	-	1
Streptococcus mitis	Bacteria	Firmicutes	Bacilli	2.2137	1	-	-	31
Streptococcus mutans	Bacteria	Firmicutes	Bacilli	2.32985	1	-	4	165
Streptococcus oligofermentans	Bacteria	Firmicutes	Bacilli	2.1421	1	-	-	1
Streptococcus oralis	Bacteria	Firmicutes	Bacilli	2.06834	1	-	-	13
Streptococcus orisratti	Bacteria	Firmicutes	Bacilli	2.41613	-	-	-	1
Streptococcus ovis	Bacteria	Firmicutes	Bacilli	2.35854	-	-	-	1
Streptococcus parasanguinis	Bacteria	Firmicutes	Bacilli	2.82531	1	-	1	9
Streptococcus parauberis	Bacteria	Firmicutes	Bacilli	2.17624	1	-	-	6
Streptococcus pasteurianus	Bacteria	Firmicutes	Bacilli	2.10008	1	-	-	1
Streptococcus peroris	Bacteria	Firmicutes	Bacilli	1.63992	-	-	-	1
Streptococcus plurextorum	Bacteria	Firmicutes	Bacilli	2.10346	-	-	-	1
Streptococcus pneumoniae	Bacteria	Firmicutes	Bacilli	2.30026	1	-	3	318
Streptococcus porci	Bacteria	Firmicutes	Bacilli	2.29094	-	-	-	1
Streptococcus porcinus	Bacteria	Firmicutes	Bacilli	2.02588	-	-	-	1
Streptococcus pseudopneumoniae	Bacteria	Firmicutes	Bacilli	2.23098	1	-	1	7
Streptococcus pseudoporcinus	Bacteria	Firmicutes	Bacilli	2.12687	-	-	-	2
Streptococcus pyogenes	Bacteria	Firmicutes	Bacilli	2.01965	1	-	7	234
Streptococcus ratti	Bacteria	Firmicutes	Bacilli	2.06202	-	-	-	2
Streptococcus salivarius	Bacteria	Firmicutes	Bacilli	2.42636	2	-	1	9
Streptococcus sanguinis	Bacteria	Firmicutes	Bacilli	2.50704	1	-	-	22
Streptococcus sobrinus	Bacteria	Firmicutes	Bacilli	2.21758	-	-	-	48
Streptococcus suis	Bacteria	Firmicutes	Bacilli	2.51791	1	-	1	95
Streptococcus thermophilus	Bacteria	Firmicutes	Bacilli	2.06546	1	-	12	15
Streptococcus thoraltensis	Bacteria	Firmicutes	Bacilli	2.38522	-	-	-	1
Streptococcus tigurinus	Bacteria	Firmicutes	Bacilli	2.18466	-	-	1	4
Streptococcus uberis	Bacteria	Firmicutes	Bacilli	1.85235	1	-	-	1
Streptococcus urinalis	Bacteria	Firmicutes	Bacilli	2.13978	-	-	-	2
Streptococcus vestibularis	Bacteria	Firmicutes	Bacilli	2.02229	-	-	-	2
[Streptococcus] pleomorphus	Bacteria	Firmicutes	Erysipelotrichia	1.99264	-	-	-	1
Streptomyces	Bacteria	Actinobacteria	Actinobacteria	11.8284	1	-	4	202
Streptomyces achromogenes	Bacteria	Actinobacteria	Actinobacteria	8.11241	-	-	-	1
Streptomyces acidiscabies	Bacteria	Actinobacteria	Actinobacteria	11.0059	-	-	-	1
Streptomyces afghaniensis	Bacteria	Actinobacteria	Actinobacteria	9.84877	-	-	-	1
Streptomyces albidoflavus	Bacteria	Actinobacteria	Actinobacteria	7.08469	-	-	-	1
Streptomyces alboflavus	Bacteria	Actinobacteria	Actinobacteria	9.71738	-	-	-	1
Streptomyces alboviridis	Bacteria	Actinobacteria	Actinobacteria	8.57109	-	-	-	1
Streptomyces albulus	Bacteria	Actinobacteria	Actinobacteria	9.42704	1	-	1	3
Streptomyces albus	Bacteria	Actinobacteria	Actinobacteria	8.32246	1	-	-	8
Streptomyces anulatus	Bacteria	Actinobacteria	Actinobacteria	8.40269	-	-	-	2
Streptomyces atratus	Bacteria	Actinobacteria	Actinobacteria	7.30821	-	-	-	1
Streptomyces atroolivaceus	Bacteria	Actinobacteria	Actinobacteria	8.21621	-	-	-	1
Streptomyces aurantiacus	Bacteria	Actinobacteria	Actinobacteria	8.76213	-	-	-	1
Streptomyces auratus	Bacteria	Actinobacteria	Actinobacteria	7.88542	-	-	-	1
Streptomyces aureocirculatus	Bacteria	Actinobacteria	Actinobacteria	9.32114	-	-	-	2
Streptomyces aureofaciens	Bacteria	Actinobacteria	Actinobacteria	9.28528	-	-	-	4
Streptomyces aureus	Bacteria	Actinobacteria	Actinobacteria	9.92805	-	-	-	1
Streptomyces avellaneus	Bacteria	Actinobacteria	Actinobacteria	7.4092	-	-	-	1
Streptomyces avermitilis	Bacteria	Actinobacteria	Actinobacteria	10.4268	1	-	1	2
Streptomyces avicenniae	Bacteria	Actinobacteria	Actinobacteria	6.48033	-	-	-	1
Streptomyces baarnensis	Bacteria	Actinobacteria	Actinobacteria	8.22707	-	-	-	1
Streptomyces bicolor	Bacteria	Actinobacteria	Actinobacteria	9.62453	-	-	-	2
Streptomyces bikiniensis	Bacteria	Actinobacteria	Actinobacteria	7.85886	-	-	-	4
Streptomyces bingchenggensis	Bacteria	Actinobacteria	Actinobacteria	11.9367	1	-	-	1
Streptomyces bottropensis	Bacteria	Actinobacteria	Actinobacteria	8.95573	-	-	-	2
Streptomyces brasiliensis	Bacteria	Actinobacteria	Actinobacteria	7.78135	-	-	-	1
Streptomyces californicus	Bacteria	Actinobacteria	Actinobacteria	8.3997	-	-	-	5
Streptomyces canus	Bacteria	Actinobacteria	Actinobacteria	10.48	-	-	-	1
Streptomyces capuensis	Bacteria	Actinobacteria	Actinobacteria	9.43988	-	-	-	2
Streptomyces carneus	Bacteria	Actinobacteria	Actinobacteria	7.50379	-	-	-	1
Streptomyces catenulae	Bacteria	Actinobacteria	Actinobacteria	7.04691	-	-	-	1
Streptomyces cattleya	Bacteria	Actinobacteria	Actinobacteria	8.09552	1	-	1	2
Streptomyces celluloflavus	Bacteria	Actinobacteria	Actinobacteria	8.67652	-	-	-	1
Streptomyces cellulosae	Bacteria	Actinobacteria	Actinobacteria	10.0631	-	-	-	1
Streptomyces chartreusis	Bacteria	Actinobacteria	Actinobacteria	9.30061	-	-	-	2
Streptomyces cinnabarinus	Bacteria	Actinobacteria	Actinobacteria	10.1992	-	-	-	1
Streptomyces clavuligerus	Bacteria	Actinobacteria	Actinobacteria	9.14338	1	-	4	3
Streptomyces coelicoflavus	Bacteria	Actinobacteria	Actinobacteria	8.47831	-	-	-	1
Streptomyces coelicolor	Bacteria	Actinobacteria	Actinobacteria	9.05485	1	-	2	1
Streptomyces collinus	Bacteria	Actinobacteria	Actinobacteria	8.37729	1	-	2	1
Streptomyces cyaneofuscatus	Bacteria	Actinobacteria	Actinobacteria	7.89901	-	-	-	1
Streptomyces davawensis	Bacteria	Actinobacteria	Actinobacteria	9.55595	1	-	1	1
Streptomyces decoyicus	Bacteria	Actinobacteria	Actinobacteria	9.02957	-	-	-	1
Streptomyces durhamensis	Bacteria	Actinobacteria	Actinobacteria	9.85429	-	-	-	2
Streptomyces erythrochromogenes	Bacteria	Actinobacteria	Actinobacteria	7.50752	-	-	-	1
Streptomyces exfoliatus	Bacteria	Actinobacteria	Actinobacteria	8.84759	-	-	-	3
Streptomyces filamentosus	Bacteria	Actinobacteria	Actinobacteria	7.88116	-	-	-	2
Streptomyces flaveolus	Bacteria	Actinobacteria	Actinobacteria	10.3474	-	-	-	1
Streptomyces flaveus	Bacteria	Actinobacteria	Actinobacteria	10.0354	-	-	-	3
Streptomyces flavidovirens	Bacteria	Actinobacteria	Actinobacteria	7.07041	-	-	-	1
Streptomyces flavochromogenes	Bacteria	Actinobacteria	Actinobacteria	8.88492	-	-	-	1
Streptomyces flavotricini	Bacteria	Actinobacteria	Actinobacteria	6.99652	-	-	-	1
Streptomyces flavovariabilis	Bacteria	Actinobacteria	Actinobacteria	8.76226	-	-	-	1
Streptomyces flavovirens	Bacteria	Actinobacteria	Actinobacteria	7.67065	-	-	1	1
Streptomyces floridae	Bacteria	Actinobacteria	Actinobacteria	7.89634	-	-	-	1
Streptomyces fradiae	Bacteria	Actinobacteria	Actinobacteria	7.67037	-	-	-	1
Streptomyces fulvissimus	Bacteria	Actinobacteria	Actinobacteria	7.90576	1	-	-	1
Streptomyces fulvoviolaceus	Bacteria	Actinobacteria	Actinobacteria	11.5846	-	-	-	1
Streptomyces fulvoviridis	Bacteria	Actinobacteria	Actinobacteria	7.39851	-	-	-	1
Streptomyces gancidicus	Bacteria	Actinobacteria	Actinobacteria	7.30048	-	-	-	1
Streptomyces ghanaensis	Bacteria	Actinobacteria	Actinobacteria	8.51192	-	-	1	1
Streptomyces glaucescens	Bacteria	Actinobacteria	Actinobacteria	7.62377	1	-	1	1
Streptomyces globisporus	Bacteria	Actinobacteria	Actinobacteria	8.63274	-	-	-	3
Streptomyces graminis	Bacteria	Actinobacteria	Actinobacteria	7.8676	-	-	-	1
Streptomyces griseoaurantiacus	Bacteria	Actinobacteria	Actinobacteria	7.71238	-	-	-	1
Streptomyces griseoflavus	Bacteria	Actinobacteria	Actinobacteria	8.04704	-	-	-	1
Streptomyces griseofuscus	Bacteria	Actinobacteria	Actinobacteria	8.94564	-	-	-	1
Streptomyces griseolus	Bacteria	Actinobacteria	Actinobacteria	7.53754	-	-	-	1
Streptomyces griseoluteus	Bacteria	Actinobacteria	Actinobacteria	8.10328	-	-	-	1
Streptomyces griseorubens	Bacteria	Actinobacteria	Actinobacteria	7.66863	-	-	-	1
Streptomyces griseus	Bacteria	Actinobacteria	Actinobacteria	9.88972	1	-	-	16
Streptomyces halstedii	Bacteria	Actinobacteria	Actinobacteria	7.74084	-	-	-	1
Streptomyces himastatinicus	Bacteria	Actinobacteria	Actinobacteria	11.03	-	-	-	1
Streptomyces hygroscopicus	Bacteria	Actinobacteria	Actinobacteria	10.3837	1	-	2	3
Streptomyces iakyrus	Bacteria	Actinobacteria	Actinobacteria	9.12787	-	-	-	1
Streptomyces ipomoeae	Bacteria	Actinobacteria	Actinobacteria	10.4039	-	-	-	1
Streptomyces katrae	Bacteria	Actinobacteria	Actinobacteria	8.5829	-	-	-	1
Streptomyces lavendulae	Bacteria	Actinobacteria	Actinobacteria	9.58856	-	-	1	6
Streptomyces lavenduligriseus	Bacteria	Actinobacteria	Actinobacteria	8.71685	-	-	-	1
Streptomyces leeuwenhoekii	Bacteria	Actinobacteria	Actinobacteria	7.85486	-	-	-	1
Streptomyces lilacinus	Bacteria	Actinobacteria	Actinobacteria	7.55847	-	-	-	1
Streptomyces lividans	Bacteria	Actinobacteria	Actinobacteria	8.49676	1	-	2	3
Streptomyces lydicus	Bacteria	Actinobacteria	Actinobacteria	8.18144	-	-	-	1
Streptomyces lysosuperificus	Bacteria	Actinobacteria	Actinobacteria	8.90964	-	-	-	1
Streptomyces mediolani	Bacteria	Actinobacteria	Actinobacteria	8.1209	-	-	-	1
